id,fund,name,slug,fund_url,sectors,website,description,stage,stage_year,founded_year,invested_year,logo_url,source_modified,ticker_symbol,acquirer,founders
56,gsv-ventures,Pace AI,pace-ai,https://gsv.ventures/portfolio/,,https://www.paceapp.ai/,"AI-native English language learning platform that transforms any content into personalized, interactive lessons tailored to different student levels. With Pace AI, teachers and learners can upload any content (e.g., news articles, PDF training manuals, and more) and our AI will create adaptive skills-based exercises, with real-time feedback and on-demand support—just like a human tutor would!",,,2022,,https://gsv.ventures/wp-content/uploads/2024/01/Pace-AI-logo-blue-on-transparent.png,,,,Victoria Pu;Co-founder & CEO
57,gsv-ventures,PAC,pac,https://gsv.ventures/portfolio/,,https://proathletecommunity.com/,"ProAthleteCommunity (PAC) supports and empowersprofessionalathletes to relentlessly pursue what’s next. Byproviding exclusive access to education, mentorship, and a powerful peer network, PAC helpsathletes build successful, purpose-driven lives after sports.",,,,,https://gsv.ventures/wp-content/uploads/2025/08/PAC_Logo_Justified_Black.png,,,,
58,gsv-ventures,PairAI,pairai,https://gsv.ventures/portfolio/,,https://pairai.com/,Say goodbye to LeetCode interviews and hello to practical coding competition based hiring,,,,,https://gsv.ventures/wp-content/uploads/2025/12/download-8.jpg,,,,
59,gsv-ventures,PeopleGrove,peoplegrove,https://gsv.ventures/portfolio/,Future of Talent in Post-Secondary,https://www.peoplegrove.com/,"PeopleGrove is a SaaS platform for companies and schools to foster professional networks in their communities, enhance career outcomes and create a culture of giving back.  Schools such as Stanford and USC work with PeopleGrove to match students with alumni mentors. Meanwhile, companies like Intuit license PeopleGrove software to drive powerful connections and mentorship to catalyze collaboration and inclusion in their organizations, particularly among Millennial hires.",Seed,,2014,2017,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-peoplegrove-logo.png,,,,Adam Saven;CEO & Co-Founder
60,gsv-ventures,Photomath,photomath,https://gsv.ventures/portfolio/,,https://photomath.app/en/,"Photomath is the world’s most used math education app with over 100-million learners globally. Powered by advanced AI technology, the app uses the camera on your mobile device to instantly scan, accurately solve, and intuitively explain math problems using step-by-step explanations that promote comprehension of fundamental concepts.",,,,,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-photomath-logo.png,,,,Damir Sabol
61,gsv-ventures,Physics Wallah,physics-wallah,https://gsv.ventures/portfolio/,,https://www.pw.live,"PW(Physics Wallah) is student’s lifelong learning partner that is democratizing education at scale in India, with a presence spanning online, offline, and hybrid modes, reaching 98% of India`s pin codes. PW has more than 10 million paid students on the PW App. PW also provides quality education to more than 36 million students through its 80 YouTube channels in 8 vernacular languages.",,,,,https://gsv.ventures/wp-content/uploads/2022/06/PhysicsWallah.jpeg,,,,Alakh Pandey
62,gsv-ventures,Pluralsight,pluralsight,https://gsv.ventures/portfolio/,Future of Talent @Work,https://www.pluralsight.com/,"Pluralsight provides the only learning platform dedicated to accelerating the technology skills and capabilities of today’s tech workforce. Thousands of companies, government organizations and individuals around the world rely on Pluralsight Skills to support critical technology skill development in areas that are crucial to innovation including artificial intelligence, cloud computing, cybersecurity, software development, and machine learning. Pluralsight Skills provides highly curated content developed by vetted technology experts, industry leading skill assessments, and hands on, immersive learning experiences designed to help individuals skill-up faster. The company is headquartered in Draper, Utah with worldwide offices in India, Ireland, and Australia.",Series B,,2004,2014,https://gsv.ventures/wp-content/uploads/2020/11/1024px-Pluralsight_Logo.svg_-696x151-1.png,,,,CEO and Co-Founder Aaron Skonnard Culture Coach and Co-Founder Keith Sparkjoy
63,gsv-ventures,QuillBot,quillbot,https://gsv.ventures/portfolio/,,https://quillbot.com/,"QuillBot is developing state-of-the-art AI technology to make writing painless. Quillbot was founded under the belief that learning and applying knowledge is more rewarding than the mundane aspects of writing. The QuillBot team seeks to continue that mission, automating those tasks and allowing you to focus on what you write, not how you should write it.",,,,,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-quillbot-logo.png,,,,Rohan Gupta;Co-Founder & CEO
64,gsv-ventures,Quizizz,quizizz,https://gsv.ventures/portfolio/,,https://quizizz.com/,"Quizizz is a learning platform designed to motivate every student. The Quizizz platform is used in over 65% of U.S. schools and more than 100 countries around the world. Quizizz helps teachers find and create gamified quizzes, interactive lessons, and engaging study materials.",Series A,,2015,2021,https://gsv.ventures/wp-content/uploads/2021/03/gsvventures-portfolio-quizizz-logo.png,,,,Ankit Gupta;CEO & Co-Founder; Deepak Cheenath;Co-Founder
65,gsv-ventures,RaiseMe,raiseme,https://gsv.ventures/portfolio/,Future of Talent in Post-Secondary,https://www.raise.me/,"RaiseMe is reinventing educational pathways and changing the way students access billions of dollars each year in financial aid for college. Rather than waiting until the end of high school to award financial aid, Raise.me enables students to automatically earn “Micro-Scholarships” throughout high school based on their individual achievements in and outside of the classroom.",Seed,,2012,2013,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-raiseme-logo.png,,,,Preston Silverman;Co-Founder & CEO; Dave Schuman;Co-Founder & CTO; George Kirkland;Co-Founder & VP of Business Development
66,gsv-ventures,Remind,remind,https://gsv.ventures/portfolio/,Future of Talent in PreK-12,https://www.remind.com/,"Remind is a real-time school messaging platform that helps teachers, students, and parents communicate quickly and efficiently, because “school communication shouldn’t be so hard”. The Remind mobile messaging platform is rapidly emerging as a vital service that enables communication and collaboration across all K-12 stakeholders who share the company’s vision to give every student an opportunity to succeed.",Series D,,2011,2017,https://gsv.ventures/wp-content/uploads/2020/11/6261701796a47804f133000d_6260d833469b626a30a7342c_Wordmark-primary-mascot.png,,,,CEO Brian Grey
67,gsv-ventures,Ropes,ropes,https://gsv.ventures/portfolio/,,https://www.ropes.ai/,"Prove your submissions’ abilities with 50+ talent signals. Win more interviews, and drive more placements.",,,,,https://gsv.ventures/wp-content/uploads/2025/12/Ropes.png,,,,
68,gsv-ventures,Simplilearn,simplilearn,https://gsv.ventures/portfolio/,,https://www.simplilearn.com/,Simplilearn programs and certifications empower learners to achieve their career goals faster.,,,2010,,https://gsv.ventures/wp-content/uploads/2023/08/LOGO-simplilearn.png,,,,Krishna Kumar & Kashyap Dalal
69,gsv-ventures,ScholarMe,scholarme,https://gsv.ventures/portfolio/,,https://scholarme.com/,"ScholarMe Co. is a centralized college-financing platform that helps students pay their tuition as efficiently as possible. ScholarMe consists of a simple, two-step process: First, students apply for hundreds of scholarships at once using the Universal Scholarship Application™, which hundreds of scholarship donors mutually agree upon accepting. Then, students apply for the lowest interest rate student loan possible using the ScholarMe Loan Comparison Tool. ScholarMe is a 100% free platform for high school and college students.",Seed,,2018,2019,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-scholarme-logo.png,,,,Femi Adebogun;CEO
70,gsv-ventures,Speak,speak,https://gsv.ventures/portfolio/,,https://www.speak.com/,"Talk out loud, get instant feedback, and become fluent with the world’s most advanced AI language tutor.",,,,,https://gsv.ventures/wp-content/uploads/2025/12/Speak.png,,,,
71,gsv-ventures,Tango,tango,https://gsv.ventures/portfolio/,Enterprise & Workforce,https://tango.us/,Tango delivers supercharged training for remote operations teams.,Seed,,2020,2020,https://gsv.ventures/wp-content/uploads/2020/11/New-Project.png,,,,Ken Babcock;Brian Shultz & Dan Giovacchini
72,gsv-ventures,Tara,tara,https://gsv.ventures/portfolio/,Future of Talent@Work,https://tara.ai/,"Tara.ai is an intelligent product builder platform to help manage outsourced, on-demand programming projects. True to its name Tara —which stands for Talent Acquisition and Recruiting Automation— has developed a platform that is built for growth and that delivers clear ROI to SMB and enterprise customers. Tara’s pre-screening algorithm integrates with GitHub to hire and assign contractors, and the platform stages a development environment, facilitates workflow, and manages contractors through machine learning, including inline QA/QC methods.",Seed,,2016,2016,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-tara-logo.png,,,,Iba Masood;CEO & Co-Founder; Syed Ahmed;CTO & Co-Founder
73,gsv-ventures,TAP,tap,https://gsv.ventures/portfolio/,,https://www.tap3d.com/,Next-generation technician training.,,,2021,,https://gsv.ventures/wp-content/uploads/2023/08/LOGO-TAP.png,,,,Jason Spyres & Tim Raftis
74,gsv-ventures,Tekie,tekie,https://gsv.ventures/portfolio/,K-12,https://blog.tekie.in/,"Tekie is the only kids coding company in India focused on teaching syntax coding. Prioritizing Return on Education, the platform teaches Python so that students acquire tangible skills. Users, mostly middle and high school students, learn by watching animated episodes that embed coding concepts as well as by playing games in order to progress through a story. Tekie distributes both through schools and direct-to-consumer.",Seed,,2017,,https://gsv.ventures/wp-content/uploads/2021/05/gsvventures-portfolio-tekie-logo.png,,,,Anand Verma; Naman Mukund
75,gsv-ventures,Think Through Math,think-through-math,https://gsv.ventures/portfolio/,Future of Talent in PreK-12,https://www.imaginelearning.com/math/3-plus,"Imagine Learning, a leader in elementary language and literacy software solutions, acquired Pittsburgh-based Think Through Learning Inc., provider of the Think Through Math (TTM) supplemental online math program. Through this acquisition, Imagine Learning is poised to fill a critical need for innovative and adaptive language, literacy, and math solutions in the K–12 space.",Series B,,,2011,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-thinkthroughmath-logo.png,,,,
76,gsv-ventures,Toddle,toddle,https://gsv.ventures/portfolio/,,https://www.toddleapp.com/,"Plan, teach, assess, report, and communicate – all in one place. Powered by the most advanced AI for education –so you can work faster, teach better, and personalize learning like never before.",,,,,https://gsv.ventures/wp-content/uploads/2025/12/Toddle_black_logo.svg,,,,
77,gsv-ventures,Toko,toko,https://gsv.ventures/portfolio/,,https://tokotutor.com,"Toko is an AI-powered, voice-based platform that helps you improve your English conversation skills.",,,,,https://gsv.ventures/wp-content/uploads/2022/02/Toko.png,,,,
78,gsv-ventures,Tract,tract,https://gsv.ventures/portfolio/,,https://tract.app/,"Tract is a peer-to-peer community where kids discover new interests, fuel their creativity, and develop college-ready skills. Tract’s outstanding student leaders inspire, mentor, and guide children’s learning, driven by a passion for sharing knowledge.",,,,,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-tract-logo.png,,,,Ari Memar;Co-Founder & CEO; Esther Wojcicki;Co-Founder & Chief Learning Officer
79,gsv-ventures,Tutored by Teachers,tutored-by-teachers,https://gsv.ventures/portfolio/,,http://www.tutored.live,"Tutored by Teachers is a public benefit company that seeks to close the opportunity gap and advance equity in education by supporting high needs students. In the process, we empower our nation’s teachers to express their full potential by tutoring students and supporting their peers in the classroom.",,,,,https://gsv.ventures/wp-content/uploads/2022/04/Tutored-by-Teachers-logo.png,,,,
80,gsv-ventures,Turnitin,turnitin,https://gsv.ventures/portfolio/,Future of Talent in Post-Secondary,https://www.turnitin.com/,"Turnitin is the global leader in evaluating and improving student learning. The company’s cloud-based service for originality checking, online grading, and peer review saves instructors time and provides rich feedback to students. Turnitin also offers a plagiarism detection service for commercial markets and a suite of formative tools for writers.",2014 (via Acquisition),,2000,,https://gsv.ventures/wp-content/uploads/2020/11/turnitin.png,,,,Chris Caren;CEO
81,gsv-ventures,Tynker,tynker,https://gsv.ventures/portfolio/,Future of Talent in PreK-12,https://www.tynker.com/,"Tynker is a creative computing company empowering millions of kids to learn to program by building games, apps, and more. Tynker’s platform enables kids to master foundational coding skills via an intuitive, visual programming environment. Its universal programming language translates to HTML, iOS, Android, and Linux, and through the platform kids learn to code for fun things like games, apps, class projects, or how to program drones and robots.",Seed,,2012,2012,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-tynker-logo.png,,,,Krishna Vedati;Co-Founder & CEO
82,gsv-ventures,uDocz,udocz,https://gsv.ventures/portfolio/,,https://www.udocz.com/,uDocz is a peer-to-peer learning platform comprised of a course note marketplace generated by college students for college students and an AI tutor chatbot.,,,2018,,https://gsv.ventures/wp-content/uploads/2023/08/LOGO-uDocz.png,,,,Carlos Effio & Carolina Valenzuela Cabrera
83,gsv-ventures,Uplimit,uplimit,https://gsv.ventures/portfolio/,,https://uplimit.com/,"Live courses taught by industry experts, powered by AI.",,,2022,,https://gsv.ventures/wp-content/uploads/2023/08/LOGO-Uplimit.png,,,,Julia Stiglitz;Chief Executive Officer;Sourabh Bajaj;Chief Technology Officer;& Jacob Samuelson;Chief Product Officer
84,gsv-ventures,UpSmith,upsmith,https://gsv.ventures/portfolio/,,https://www.upsmith.com,"UpSmith helps you source, screen, train, deploy, and retain skilled labor with technology-backed services and workforce analytics.",,,2021,,https://gsv.ventures/wp-content/uploads/2023/08/LOGO-UpSmith.png,,,,Wyatt Smith
85,gsv-ventures,Valenture Institute,valenture-institute,https://gsv.ventures/portfolio/,PreK-12,https://www.valentureinstitute.com/,Global private online high school offering a curriculum recognized by the world’s leading universities,Series A,,2019,2020,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-valenture-logo.png,,,,Robert Paddock
86,gsv-ventures,Verto Education,verto-education,https://gsv.ventures/portfolio/,Higher Education,https://vertoeducation.org/,"Verto Education is reshaping the pathway to college as well as the experience of your first year. By putting choice in the hands of students and providing a program that helps students identify purpose and direction for themselves, Verto empowers students as they choose and enter college. Verto is where students own their first year of their learning, find purpose, and empower their mindset for a fulfilling college and professional career.",Seed,,2018,2019,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-vertoeducation-logo.png,,,,Mitch Gordon;CEO & Co-Founder; Ben Welbourn;COO & Co-Founder; Mallory Meiser;CPO & Co-Founder
87,gsv-ventures,Voxy,voxy,https://gsv.ventures/portfolio/,Enterprise & Professional Learning & Talent,https://voxy.com/,"Personalized, Cloud-Based Language Learning Platform Changing the Way the World Learns EnglishVoxy is changing the way the world learns English. As a language learning platform offering personalized, adaptive, and career-aligned courses, Voxy provides truly personalized English language instruction to corporations, educational institutions, and governments across the globe. Based on more than 30 years of academic research, Voxy’s solution meets the needs of every user by combining patented technology that adapts lessons in real time with personalized live instruction—all delivered in a fully mobile experience.",2013,,2010,,https://gsv.ventures/wp-content/uploads/2020/11/gsvventures-portfolio-voxy-logo.png,,,,Paul Gollash;Founder & CEO
